code,sum1,system1,sum2,system2
577#1#3,"The Los Angeles Lakers ( 4 - 21 ) defeated the Milwaukee Bucks ( 10 - 16 ) 113 - 95 . Kobe Bryant scored 22 points ( 7 - 15 FG , 3 - 7 3PT , 5 - 5 FT ) to go with 3 rebounds . Michael Carter-Williams scored 19 points ( 9 - 18 FG , 0 - 0 3PT , 1 - 2 FT ) to go with 5 rebounds . D'Angelo Russell scored 19 points ( 7 - 13 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 4 rebounds . Khris Middleton scored 16 points ( 6 - 16 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 2 rebounds . Lou Williams scored 16 points ( 4 - 9 FG , 1 - 5 3PT , 7 - 7 FT ) to go with 3 rebounds . Giannis Antetokounmpo scored 15 points ( 6 - 11 FG , 0 - 1 3PT , 3 - 4 FT ) to go with 6 rebounds . The Los Angeles Lakers ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1,"The Los Angeles Lakers ( 4 - 21 ) defeated the Miles Plumlee ( 10 - 7 ) 113 - 0 on Sunday at the Staples Center in Los Angeles . The Lakers got off to a quick start in this one , out - scoring the 7 - 25 lead by the end of the first quarter . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the 7 - for - 7 from the three - point line , the Bucks went 7 - for - 16 from beyond the arc . The Lakers were also able to force the Bucks into 24 turnovers , while committing only 11 of their own , which may have been the difference in this one . The Lakers were led by Michael Carter-Williams , who finished with 19 points ( 9 - 18 FG , 0 - 0 3Pt , 1 - 2 FT ) , five rebounds and five steals . It was his second double - double in a row , as he 's combined for 52 points and 16 rebounds over his last two games . The only other player to reach double figures in points was Jabari Parker , who finished with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists in 26 minutes . The Lakers ' next game will be on the road against the Denver Nuggets on Wednesday , while the Bucks will be at home against the Denver Nuggets on Friday .",sys3
577#4#1,"The Los Angeles Lakers ( 4 - 21 ) defeated the Milwaukee Bucks ( 10 - 16 ) 113 - 95 on Tuesday at the Staples Center in Los Angeles . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the Bucks went 47 percent from the floor and 31 percent from deep . The Lakers were led by Kobe Bryant , who went 7 - for - 15 from the field and 3 - for - 7 from the three - point line to score a team - high of 22 points , while also handing out six assists . Coming off the bench , D'Angelo Russell went 7 - for - 13 from the field and 2 - for - 5 from the three - point line to score 19 points , to go along with seven assists and three steals . Louis Williams also had a strong showing , finishing with 16 points ( 4 - 9 FG , 1 - 5 3Pt , 7 - 7 FT ) and four assists . Coming off the bench , Julius Randle went 6 - for - 12 from the field and 2 - for - 2 from the free throw line to score 14 points , while adding 14 rebounds in 25 minutes . The Lakers ' next game will be on the road against the Dallas Mavericks on Friday , while the Lakers will travel to Brooklyn to play the Nets on Wednesday . For the Bucks , it was a disappointing loss for the Bucks . Michael Carter-Williams led the way , going 9 - for - 18 from the field and 1 - for - 2 from the free throw line to score a team - high of 19 points , while also adding five rebounds and five assists . Khris Middleton had a strong showing , going 6 - for - 16 from the field and 2 - for - 4 from the three - point line to score 16 points , while adding four assists . Jabari Parker had a solid showing as well , finishing with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists . For the Bucks , it was a nice bounce back game for him .",sys4,"The Los Angeles Lakers ( 4 - 21 ) defeated the Milwaukee Bucks ( 10 - 16 ) 113 - 95 . Kobe Bryant scored 22 points ( 7 - 15 FG , 3 - 7 3PT , 5 - 5 FT ) to go with 3 rebounds . Michael Carter-Williams scored 19 points ( 9 - 18 FG , 0 - 0 3PT , 1 - 2 FT ) to go with 5 rebounds . D'Angelo Russell scored 19 points ( 7 - 13 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 4 rebounds . Khris Middleton scored 16 points ( 6 - 16 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 2 rebounds . Lou Williams scored 16 points ( 4 - 9 FG , 1 - 5 3PT , 7 - 7 FT ) to go with 3 rebounds . Giannis Antetokounmpo scored 15 points ( 6 - 11 FG , 0 - 1 3PT , 3 - 4 FT ) to go with 6 rebounds . The Los Angeles Lakers ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1
577#3#2,"The Los Angeles Lakers ( 4 - 21 ) defeated the Miles Plumlee ( 10 - 7 ) 113 - 0 on Sunday at the Staples Center in Los Angeles . The Lakers got off to a quick start in this one , out - scoring the 7 - 25 lead by the end of the first quarter . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the 7 - for - 7 from the three - point line , the Bucks went 7 - for - 16 from beyond the arc . The Lakers were also able to force the Bucks into 24 turnovers , while committing only 11 of their own , which may have been the difference in this one . The Lakers were led by Michael Carter-Williams , who finished with 19 points ( 9 - 18 FG , 0 - 0 3Pt , 1 - 2 FT ) , five rebounds and five steals . It was his second double - double in a row , as he 's combined for 52 points and 16 rebounds over his last two games . The only other player to reach double figures in points was Jabari Parker , who finished with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists in 26 minutes . The Lakers ' next game will be on the road against the Denver Nuggets on Wednesday , while the Bucks will be at home against the Denver Nuggets on Friday .",sys3,"The Milwaukee Bucks ( 10 - 16 ) defeated the Los Angeles Lakers ( 4 - 21 ) 113 - 95 on Tuesday at the Staples Center in Los Angeles . The Bucks came out strong in this one , out - scoring the Lakers 30 - 25 right away in the first quarter . The Bucks were the superior shooters in this game , going 47 percent from the field and 31 percent from the three - point line , while the Lakers went 46 percent from the floor and 31 percent from deep . The Bucks also out - rebounded the Lakers 52 - 38 , giving them a huge advantage in this one . The Bucks were led by the duo of Giannis Antetokounmpo and Jabari Parker . Parker went 9 - for - 16 from the field and 4 - for - 6 from the three - point line to score a game - high of 22 points , while also adding four rebounds and three assists . He 's now averaging 16 points and 6 rebounds on the season . The Bucks also saw a nice contribution from their bench , with both Nick Young and Nick Young reaching double figures in points . Bass finished with 10 points ( 3 - 8 FG , 3 - 6 3Pt , 1 - 2 FT ) and one rebound , while Young had 10 points ( 5 - 8 FG , 3 - 6 3Pt , 1 - 2 FT ) and five rebounds . The Lakers ' next game will be on the road against the Detroit Pistons on Friday , while the Lakers will travel to Los Angeles to play the Clippers on Friday .",sys2
577#2#4,"The Milwaukee Bucks ( 10 - 16 ) defeated the Los Angeles Lakers ( 4 - 21 ) 113 - 95 on Tuesday at the Staples Center in Los Angeles . The Bucks came out strong in this one , out - scoring the Lakers 30 - 25 right away in the first quarter . The Bucks were the superior shooters in this game , going 47 percent from the field and 31 percent from the three - point line , while the Lakers went 46 percent from the floor and 31 percent from deep . The Bucks also out - rebounded the Lakers 52 - 38 , giving them a huge advantage in this one . The Bucks were led by the duo of Giannis Antetokounmpo and Jabari Parker . Parker went 9 - for - 16 from the field and 4 - for - 6 from the three - point line to score a game - high of 22 points , while also adding four rebounds and three assists . He 's now averaging 16 points and 6 rebounds on the season . The Bucks also saw a nice contribution from their bench , with both Nick Young and Nick Young reaching double figures in points . Bass finished with 10 points ( 3 - 8 FG , 3 - 6 3Pt , 1 - 2 FT ) and one rebound , while Young had 10 points ( 5 - 8 FG , 3 - 6 3Pt , 1 - 2 FT ) and five rebounds . The Lakers ' next game will be on the road against the Detroit Pistons on Friday , while the Lakers will travel to Los Angeles to play the Clippers on Friday .",sys2,"The Los Angeles Lakers ( 4 - 21 ) defeated the Milwaukee Bucks ( 10 - 16 ) 113 - 95 on Tuesday at the Staples Center in Los Angeles . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the Bucks went 47 percent from the floor and 31 percent from deep . The Lakers were led by Kobe Bryant , who went 7 - for - 15 from the field and 3 - for - 7 from the three - point line to score a team - high of 22 points , while also handing out six assists . Coming off the bench , D'Angelo Russell went 7 - for - 13 from the field and 2 - for - 5 from the three - point line to score 19 points , to go along with seven assists and three steals . Louis Williams also had a strong showing , finishing with 16 points ( 4 - 9 FG , 1 - 5 3Pt , 7 - 7 FT ) and four assists . Coming off the bench , Julius Randle went 6 - for - 12 from the field and 2 - for - 2 from the free throw line to score 14 points , while adding 14 rebounds in 25 minutes . The Lakers ' next game will be on the road against the Dallas Mavericks on Friday , while the Lakers will travel to Brooklyn to play the Nets on Wednesday . For the Bucks , it was a disappointing loss for the Bucks . Michael Carter-Williams led the way , going 9 - for - 18 from the field and 1 - for - 2 from the free throw line to score a team - high of 19 points , while also adding five rebounds and five assists . Khris Middleton had a strong showing , going 6 - for - 16 from the field and 2 - for - 4 from the three - point line to score 16 points , while adding four assists . Jabari Parker had a solid showing as well , finishing with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists . For the Bucks , it was a nice bounce back game for him .",sys4
577#4#3,"The Los Angeles Lakers ( 4 - 21 ) defeated the Milwaukee Bucks ( 10 - 16 ) 113 - 95 on Tuesday at the Staples Center in Los Angeles . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the Bucks went 47 percent from the floor and 31 percent from deep . The Lakers were led by Kobe Bryant , who went 7 - for - 15 from the field and 3 - for - 7 from the three - point line to score a team - high of 22 points , while also handing out six assists . Coming off the bench , D'Angelo Russell went 7 - for - 13 from the field and 2 - for - 5 from the three - point line to score 19 points , to go along with seven assists and three steals . Louis Williams also had a strong showing , finishing with 16 points ( 4 - 9 FG , 1 - 5 3Pt , 7 - 7 FT ) and four assists . Coming off the bench , Julius Randle went 6 - for - 12 from the field and 2 - for - 2 from the free throw line to score 14 points , while adding 14 rebounds in 25 minutes . The Lakers ' next game will be on the road against the Dallas Mavericks on Friday , while the Lakers will travel to Brooklyn to play the Nets on Wednesday . For the Bucks , it was a disappointing loss for the Bucks . Michael Carter-Williams led the way , going 9 - for - 18 from the field and 1 - for - 2 from the free throw line to score a team - high of 19 points , while also adding five rebounds and five assists . Khris Middleton had a strong showing , going 6 - for - 16 from the field and 2 - for - 4 from the three - point line to score 16 points , while adding four assists . Jabari Parker had a solid showing as well , finishing with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists . For the Bucks , it was a nice bounce back game for him .",sys4,"The Los Angeles Lakers ( 4 - 21 ) defeated the Miles Plumlee ( 10 - 7 ) 113 - 0 on Sunday at the Staples Center in Los Angeles . The Lakers got off to a quick start in this one , out - scoring the 7 - 25 lead by the end of the first quarter . The Lakers were the superior shooters in this game , going 46 percent from the field and 37 percent from the three - point line , while the 7 - for - 7 from the three - point line , the Bucks went 7 - for - 16 from beyond the arc . The Lakers were also able to force the Bucks into 24 turnovers , while committing only 11 of their own , which may have been the difference in this one . The Lakers were led by Michael Carter-Williams , who finished with 19 points ( 9 - 18 FG , 0 - 0 3Pt , 1 - 2 FT ) , five rebounds and five steals . It was his second double - double in a row , as he 's combined for 52 points and 16 rebounds over his last two games . The only other player to reach double figures in points was Jabari Parker , who finished with 12 points ( 4 - 9 FG , 0 - 1 3Pt , 4 - 6 FT ) , four rebounds and three assists in 26 minutes . The Lakers ' next game will be on the road against the Denver Nuggets on Wednesday , while the Bucks will be at home against the Denver Nuggets on Friday .",sys3
172#1#0,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 . Andre Drummond scored 23 points ( 10 - 14 FG , 0 - 0 3PT , 3 - 4 FT ) to go with 14 rebounds . Goran Dragic scored 18 points ( 8 - 12 FG , 1 - 3 3PT , 1 - 2 FT ) to go with 5 rebounds . Markieff Morris scored 17 points ( 7 - 13 FG , 1 - 2 3PT , 2 - 2 FT ) to go with 8 rebounds . PJ Tucker scored 16 points ( 5 - 11 FG , 2 - 4 3PT , 4 - 5 FT ) to go with 9 rebounds . Eric Bledsoe scored 16 points ( 6 - 9 FG , 2 - 3 3PT , 2 - 2 FT ) to go with 5 rebounds . Kentavious Caldwell-Pope scored 14 points ( 5 - 9 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 5 rebounds . The Detroit Pistons ' next game will be at home against the Dallas Mavericks, while the Phoenix Suns will travel to play the Bulls .",sys1,"The Detroit Pistons ( 4 - 19 ) went on the road and knocked off the Phoenix Suns ( 12 - 12 ) 105 - 103 on Friday night at the US Airways Center . Detroit finally got over the hump , snapping their 13 - game losing streak against the Suns on Friday . They were led by a well - rounded team effort in which six players scored in double figures . Andre Drummond was the leader of the pack though , as he scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes of action . Josh Smith posted a double - double of his own , scoring 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) to go with 11 rebounds . The Pistons saw eight players play 21 minutes or more in this game , and welcomed back shooting guard Jodie Meeks ( back ) , who made his season debut , scoring 12 points ( 4 - 10 FG , 4 - 4 FT ) to go with one rebound , one assist and one steal in 22 minutes . The Pistons continue their road trip Saturday in Sacramento against the Kings . The Suns also saw production from all over the roster , with seven players scoring in double figures . The leader was Goran Dragic , putting up 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) to go with five assists , five rebounds and two steals . P. J. Tucker had possibly the most impressive game , though , as he filled up the stat sheet , scoring 16 points ( 5 - 11 FG , 2 - 4 3Pt , 4 - 5 FT ) to go with nine rebounds , three assists and three steals in 33 minutes . The Suns also welcomed back Isaiah Thomas from his ankle injury , and he played 28 minutes off the bench , scoring 10 points ( 3 - 11 FG , 1 - 6 3Pt , 3 - 4 FT ) . Phoenix has now lost four games in a row , and they 'll look to turn it around on Sunday night against the Oklahoma City Thunder .",sys0
172#0#2,"The Detroit Pistons ( 4 - 19 ) went on the road and knocked off the Phoenix Suns ( 12 - 12 ) 105 - 103 on Friday night at the US Airways Center . Detroit finally got over the hump , snapping their 13 - game losing streak against the Suns on Friday . They were led by a well - rounded team effort in which six players scored in double figures . Andre Drummond was the leader of the pack though , as he scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes of action . Josh Smith posted a double - double of his own , scoring 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) to go with 11 rebounds . The Pistons saw eight players play 21 minutes or more in this game , and welcomed back shooting guard Jodie Meeks ( back ) , who made his season debut , scoring 12 points ( 4 - 10 FG , 4 - 4 FT ) to go with one rebound , one assist and one steal in 22 minutes . The Pistons continue their road trip Saturday in Sacramento against the Kings . The Suns also saw production from all over the roster , with seven players scoring in double figures . The leader was Goran Dragic , putting up 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) to go with five assists , five rebounds and two steals . P. J. Tucker had possibly the most impressive game , though , as he filled up the stat sheet , scoring 16 points ( 5 - 11 FG , 2 - 4 3Pt , 4 - 5 FT ) to go with nine rebounds , three assists and three steals in 33 minutes . The Suns also welcomed back Isaiah Thomas from his ankle injury , and he played 28 minutes off the bench , scoring 10 points ( 3 - 11 FG , 1 - 6 3Pt , 3 - 4 FT ) . Phoenix has now lost four games in a row , and they 'll look to turn it around on Sunday night against the Oklahoma City Thunder .",sys0,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 on Monday at the US Airways Center in Phoenix . The Suns got off to a quick start in this one , out - scoring the Suns 28 - 28 right away in the first quarter . The Suns were the superior shooters in this game , going 48 percent from the field and 27 percent from the three - point line , while the Suns went 47 percent from the floor and 32 percent from beyond the arc . The Pistons were led by the duo of Eric Bledsoe and Goran Dragic . Bledsoe went 10 - for - 14 from the field and 2 - for - 3 from the three - point line to score a game - high of 23 points , while also adding five rebounds and two assists . It was his second double - double in a row , a stretch where he 's averaging 19 points and 12 rebounds . The only other Nugget to reach double figures in points was Markieff Morris , who posted 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) and eight rebounds . The Suns ' next game will be on the road against the Denver Nuggets on Wednesday , while the Pistons will travel to Los Angeles to play the Clippers on Friday .",sys2
172#0#3,"The Detroit Pistons ( 4 - 19 ) went on the road and knocked off the Phoenix Suns ( 12 - 12 ) 105 - 103 on Friday night at the US Airways Center . Detroit finally got over the hump , snapping their 13 - game losing streak against the Suns on Friday . They were led by a well - rounded team effort in which six players scored in double figures . Andre Drummond was the leader of the pack though , as he scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes of action . Josh Smith posted a double - double of his own , scoring 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) to go with 11 rebounds . The Pistons saw eight players play 21 minutes or more in this game , and welcomed back shooting guard Jodie Meeks ( back ) , who made his season debut , scoring 12 points ( 4 - 10 FG , 4 - 4 FT ) to go with one rebound , one assist and one steal in 22 minutes . The Pistons continue their road trip Saturday in Sacramento against the Kings . The Suns also saw production from all over the roster , with seven players scoring in double figures . The leader was Goran Dragic , putting up 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) to go with five assists , five rebounds and two steals . P. J. Tucker had possibly the most impressive game , though , as he filled up the stat sheet , scoring 16 points ( 5 - 11 FG , 2 - 4 3Pt , 4 - 5 FT ) to go with nine rebounds , three assists and three steals in 33 minutes . The Suns also welcomed back Isaiah Thomas from his ankle injury , and he played 28 minutes off the bench , scoring 10 points ( 3 - 11 FG , 1 - 6 3Pt , 3 - 4 FT ) . Phoenix has now lost four games in a row , and they 'll look to turn it around on Sunday night against the Oklahoma City Thunder .",sys0,"The Detroit Pistons ( 4 - 19 ) defeated the Miles Plumlee ( 10 - 10 ) 105 - 0 on Friday night . The Pistons got off to a quick start in this one , out - scoring the 8 - 28 lead by the end of the first quarter . The Suns were able to pull away in the second half , outscoring the Suns 30 - 10 in the fourth to seal the win . The Suns were led by Andre Drummond , who scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes . Markieff Morris added 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) , eight rebounds , two assists and two steals , in 34 minutes . Josh Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , one rebound , three assists , two steals and two blocks in 34 minutes . Andre Drummond scored 23 points ( 10 - 14 FG ) to go with 14 rebounds , one block , one steal and one block in 30 minutes of action . Markieff Morris had 17 points ( 7 - 13 FG , 2 - 2 FT ) , along with eight rebounds , two steals and two assists , in 32 minutes . Markieff Morris chipped in 17 points ( 7 - 13 FG ) , along with eight rebounds , two assists and two steals , in 32 minutes . Josh Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , three rebounds , three assists , two steals and two blocked shots , in 34 minutes , while Greg Monroe added 12 points ( 3 - 9 FG , 6 - 7 FT ) , eight rebounds and one blocked shot , in 27 minutes . The Pistons shot 47 percent from the field and 27 percent from long range , as they cruised to the win . Goran Dragic was the high - point man for the Suns , with 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) , along with five assists , five rebounds and two steals , in 32 minutes . Markieff Morris chipped in 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) , eight rebounds , two assists and two steals , in 32 minutes , while PJ Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , three assists , one rebound , two steals and two blocked shots , in 34 minutes . The Suns shot 48 percent from the field , compared to the Suns ' 27 percent . Next the Suns will host the Cavaliers on Sunday . The Suns will look to get back on track as they play host to the Trail Blazers on Monday .",sys3
172#4#0,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 at Talking Stick Resort Arena on Saturday . Andre Drummond put up 23 points and 14 rebounds in 30 minutes . Kentavious Caldwell-Pope was the only other starter to score in double digits . Caldwell-Pope finished with 14 points on 5 - of - 9 shooting from the field and 2 - of - 4 from three - point range . Josh Smith had a double - double of 12 points and 11 rebounds in 34 minutes . The Pistons shot a solid 48 percent from the field and 27 percent from beyond the arc . The Suns , meanwhile , saw strong play from its stars . Goran Dragic led the way with 18 points on 8 - of - 12 shooting , along with five rebounds , five assists and two steals , in 32 minutes . Markieff Morris finished with 17 points , eight rebounds , two assists and two steals , in 32 minutes . Next up , the Suns visit the Denver Nuggets on Monday .",sys4,"The Detroit Pistons ( 4 - 19 ) went on the road and knocked off the Phoenix Suns ( 12 - 12 ) 105 - 103 on Friday night at the US Airways Center . Detroit finally got over the hump , snapping their 13 - game losing streak against the Suns on Friday . They were led by a well - rounded team effort in which six players scored in double figures . Andre Drummond was the leader of the pack though , as he scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes of action . Josh Smith posted a double - double of his own , scoring 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) to go with 11 rebounds . The Pistons saw eight players play 21 minutes or more in this game , and welcomed back shooting guard Jodie Meeks ( back ) , who made his season debut , scoring 12 points ( 4 - 10 FG , 4 - 4 FT ) to go with one rebound , one assist and one steal in 22 minutes . The Pistons continue their road trip Saturday in Sacramento against the Kings . The Suns also saw production from all over the roster , with seven players scoring in double figures . The leader was Goran Dragic , putting up 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) to go with five assists , five rebounds and two steals . P. J. Tucker had possibly the most impressive game , though , as he filled up the stat sheet , scoring 16 points ( 5 - 11 FG , 2 - 4 3Pt , 4 - 5 FT ) to go with nine rebounds , three assists and three steals in 33 minutes . The Suns also welcomed back Isaiah Thomas from his ankle injury , and he played 28 minutes off the bench , scoring 10 points ( 3 - 11 FG , 1 - 6 3Pt , 3 - 4 FT ) . Phoenix has now lost four games in a row , and they 'll look to turn it around on Sunday night against the Oklahoma City Thunder .",sys0
172#1#2,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 . Andre Drummond scored 23 points ( 10 - 14 FG , 0 - 0 3PT , 3 - 4 FT ) to go with 14 rebounds . Goran Dragic scored 18 points ( 8 - 12 FG , 1 - 3 3PT , 1 - 2 FT ) to go with 5 rebounds . Markieff Morris scored 17 points ( 7 - 13 FG , 1 - 2 3PT , 2 - 2 FT ) to go with 8 rebounds . PJ Tucker scored 16 points ( 5 - 11 FG , 2 - 4 3PT , 4 - 5 FT ) to go with 9 rebounds . Eric Bledsoe scored 16 points ( 6 - 9 FG , 2 - 3 3PT , 2 - 2 FT ) to go with 5 rebounds . Kentavious Caldwell-Pope scored 14 points ( 5 - 9 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 5 rebounds . The Detroit Pistons ' next game will be at home against the Dallas Mavericks, while the Phoenix Suns will travel to play the Bulls .",sys1,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 on Monday at the US Airways Center in Phoenix . The Suns got off to a quick start in this one , out - scoring the Suns 28 - 28 right away in the first quarter . The Suns were the superior shooters in this game , going 48 percent from the field and 27 percent from the three - point line , while the Suns went 47 percent from the floor and 32 percent from beyond the arc . The Pistons were led by the duo of Eric Bledsoe and Goran Dragic . Bledsoe went 10 - for - 14 from the field and 2 - for - 3 from the three - point line to score a game - high of 23 points , while also adding five rebounds and two assists . It was his second double - double in a row , a stretch where he 's averaging 19 points and 12 rebounds . The only other Nugget to reach double figures in points was Markieff Morris , who posted 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) and eight rebounds . The Suns ' next game will be on the road against the Denver Nuggets on Wednesday , while the Pistons will travel to Los Angeles to play the Clippers on Friday .",sys2
172#1#3,"The Detroit Pistons ( 4 - 19 ) defeated the Phoenix Suns ( 12 - 12 ) 105 - 103 . Andre Drummond scored 23 points ( 10 - 14 FG , 0 - 0 3PT , 3 - 4 FT ) to go with 14 rebounds . Goran Dragic scored 18 points ( 8 - 12 FG , 1 - 3 3PT , 1 - 2 FT ) to go with 5 rebounds . Markieff Morris scored 17 points ( 7 - 13 FG , 1 - 2 3PT , 2 - 2 FT ) to go with 8 rebounds . PJ Tucker scored 16 points ( 5 - 11 FG , 2 - 4 3PT , 4 - 5 FT ) to go with 9 rebounds . Eric Bledsoe scored 16 points ( 6 - 9 FG , 2 - 3 3PT , 2 - 2 FT ) to go with 5 rebounds . Kentavious Caldwell-Pope scored 14 points ( 5 - 9 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 5 rebounds . The Detroit Pistons ' next game will be at home against the Dallas Mavericks, while the Phoenix Suns will travel to play the Bulls .",sys1,"The Detroit Pistons ( 4 - 19 ) defeated the Miles Plumlee ( 10 - 10 ) 105 - 0 on Friday night . The Pistons got off to a quick start in this one , out - scoring the 8 - 28 lead by the end of the first quarter . The Suns were able to pull away in the second half , outscoring the Suns 30 - 10 in the fourth to seal the win . The Suns were led by Andre Drummond , who scored 23 points ( 10 - 14 FG , 3 - 4 FT ) to go with 14 rebounds , one assist , one steal and one block in 30 minutes . Markieff Morris added 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) , eight rebounds , two assists and two steals , in 34 minutes . Josh Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , one rebound , three assists , two steals and two blocks in 34 minutes . Andre Drummond scored 23 points ( 10 - 14 FG ) to go with 14 rebounds , one block , one steal and one block in 30 minutes of action . Markieff Morris had 17 points ( 7 - 13 FG , 2 - 2 FT ) , along with eight rebounds , two steals and two assists , in 32 minutes . Markieff Morris chipped in 17 points ( 7 - 13 FG ) , along with eight rebounds , two assists and two steals , in 32 minutes . Josh Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , three rebounds , three assists , two steals and two blocked shots , in 34 minutes , while Greg Monroe added 12 points ( 3 - 9 FG , 6 - 7 FT ) , eight rebounds and one blocked shot , in 27 minutes . The Pistons shot 47 percent from the field and 27 percent from long range , as they cruised to the win . Goran Dragic was the high - point man for the Suns , with 18 points ( 8 - 12 FG , 1 - 3 3Pt , 1 - 2 FT ) , along with five assists , five rebounds and two steals , in 32 minutes . Markieff Morris chipped in 17 points ( 7 - 13 FG , 1 - 2 3Pt , 2 - 2 FT ) , eight rebounds , two assists and two steals , in 32 minutes , while PJ Smith chipped in 12 points ( 5 - 14 FG , 1 - 4 3Pt , 1 - 4 FT ) , three assists , one rebound , two steals and two blocked shots , in 34 minutes . The Suns shot 48 percent from the field , compared to the Suns ' 27 percent . Next the Suns will host the Cavaliers on Sunday . The Suns will look to get back on track as they play host to the Trail Blazers on Monday .",sys3
